149.5052611,87.81264502,230.1942697
150,85.88456498,230
144.7739092,87.05537334,225.2190646
149.4989524,88.51365779,223.2207137
142.2392308,85.86896888,230.1866429
150,86.58719112,223.0266062
145.2317934,85.12320729,224.9638554
142.7596346,83.94685155,230.0000001
144.0319099,87.42660793,219.3627181
149.4918859,89.30308877,215.3674264
138.4435347,85.39180084,223.936734
134.0857493,83.52748587,230.1791543
144.5712123,85.51289152,219.1455
150,87.3784551,215.1735033
138.910394,83.46079882,223.6780681
134.6351774,81.61276625,230.0000002
143.4470848,85.95982876,211.3446441
149.4845577,90.12649506,207.1759724
150,88.20379113,206.9822435
142.6632651,87.80961448,211.5035536
142.5360441,88.59195221,203.1029265
149.4772668,90.95057783,198.977609
150,89.02982316,198.7840762
143.0862931,86.66967659,203.0038365
142.44894,89.37672459,194.7890312
149.4700192,91.77464948,190.7791805
150,89.85586157,190.5858455
142.9936486,87.47174903,194.4953614
142.4647378,90.18979763,186.4932806
149.462815,92.59870401,182.5807501
150,90.68189998,182.3876148
143.0005872,88.27293235,186.2938098
125.7091519,81.04707312,230.1722381
126.2878022,79.14035311,230.0000003
129.9370339,83.12640366,221.1954906
136.6379523,85.64200322,215.7297259
137.088821,83.70996119,215.4232878
130.5210509,81.22080708,221.0284924
135.7352707,86.14818924,207.5190462
136.4343913,84.2963623,207.1516402
135.5685961,86.9009672,199.0098635
135.9870123,84.95103609,198.774852
150,91.50793839,174.1893841
149.455654,93.4227418,174.3823181
142.4649394,90.98914826,178.2923756
143.007899,89.07427203,178.0931361
142.4649536,91.78855948,170.0913149
149.448536,94.24676322,166.1838844
150,92.3339768,165.9911534
143.0149072,89.87566598,169.8923055
142.4618425,92.58698177,161.8915357
149.4414609,95.07076864,157.985449
150,93.16001521,157.7929227
143.0225474,90.67725906,161.6927548
150,93.98605362,149.5946921
149.4344288,95.89475846,149.787012
142.4659255,93.38793426,153.6896388
143.0299148,91.47910485,153.4911008
142.4664195,94.187785,145.4887356
149.4274393,96.71873303,141.5885735
150,94.81209203,141.3964614
143.0373263,92.28099859,145.2904341
142.4669017,94.9877396,137.2877769
149.4204925,97.54269274,133.3901334
150,95.63813044,133.1982307
143.0446519,93.08300034,137.0897117
135.4490301,87.65533365,190.6273487
136.0264033,85.77290549,190.1931408
135.5005818,88.46745096,182.1947796
136.0407069,86.55171622,181.98899
121.580768,78.36120064,222.7246602
117.3529817,78.4991208,230.1639078
117.9606147,76.60069495,230.0000003
121.0214321,80.267386,222.9708498
142.4645868,95.78679054,129.0878542
149.4135882,98.36663796,125.1916919
150,96.46416885,125
143.0521748,93.8850954,128.8900077
142.468585,96.58815435,120.8861998
149.4067263,99.19056906,116.9932488
150,97.29020726,116.8017693
143.0600311,94.68759367,120.6886169
142.3206525,97.29719322,113.117577
149.3999067,100.0144864,108.7948044
150,98.11624567,108.6035386
143.0675261,95.49003277,112.4879573
143.0704353,96.29134249,104.2844848
150,98.94228408,100.4053079
149.3931293,100.8383904,100.5963586
142.2474376,98.10097537,104.6232667
142.4687526,98.98869709,96.28438264
149.3863939,101.6622815,92.39791145
150,99.76832249,92.20707726
143.0796006,97.07342119,96.30071796
142.340264,99.7126927,88.41693091
149.3797005,102.4861599,84.19946299
143.0908419,97.89836503,87.88635518
150,100.5943609,84.00884658
142.2602359,100.5060606,80.00107102
143.0984209,98.70134557,79.68570322
150,101.4203993,75.81061589
149.373049,103.310026,76.00101328
142.4749551,101.3923241,71.68130714
149.3664391,104.1338803,67.80256233
150,102.2464377,67.61238521
143.1062707,99.50453352,71.48519197
123.3273779,81.60337531,215.910198
129.0786792,83.72625574,211.8486348
129.6291854,81.81697137,211.6115229
123.8508712,79.68203808,215.711265
128.4059067,84.30174569,203.3187185
128.9233165,82.37245813,203.1878147
128.2524512,85.04553144,194.6591095
128.8572086,83.14655345,194.490643
135.5075191,89.24428387,173.9917446
136.0546496,87.33053224,173.7862878
135.5087494,90.01910904,165.7929481
136.0689351,88.10965019,165.58423
135.5169119,90.79741119,157.5830874
136.0829459,88.88899908,157.3814708
135.5295964,91.57659563,149.3820173
136.0976601,89.66896091,149.1773195
135.3210125,92.2221812,141.8215666
136.1120862,90.44895061,140.9745541
136.0831266,91.19603637,132.9688039
135.116992,92.94932627,133.3999283
128.1247009,85.77320844,186.2531468
128.5212881,83.82805917,185.8735766
128.0537637,86.51503749,177.8809468
128.5743568,84.59336549,177.6684109
113.4796767,75.75966107,222.8905584
109.0493596,75.78518844,230.1553501
109.6859563,73.89564719,230.0000004
117.4488637,77.6930645,215.4189661
117.0684196,78.61122176,215.5158322
112.8595229,77.66051062,222.976564
116.7550468,79.56239078,215.5953442
135.6320273,91.8322404,124.6227329
134.8832099,93.64309012,125.2111969
136.0709729,92.72854771,116.7154946
134.81471,94.40370039,116.8981391
135.2437534,95.30853237,108.8765483
135.8563026,93.45157172,108.2856538
135.184066,96.1201391,100.0687583
135.7349415,94.17957743,100.133148
135.3904563,94.79664196,92.31459856
135.0969502,96.83236592,92.20772052
135.2976434,97.66307476,84.17197313
135.4754696,95.63340565,83.76587628
135.3386714,98.4993879,75.48686645
135.6627886,96.51377756,75.15316887
142.474753,102.1928796,63.48101798
149.3598709,104.9577232,59.6041102
150,103.0724761,59.41415452
143.1138145,100.3077001,63.28510915
136.1977304,97.44576543,67.34218369
135.5511278,99.31321122,67.70026525
149.3533442,105.7815549,51.40565692
150,103.8985145,51.21592384
142.5733406,103.779596,47.59417916
149.346859,106.6053695,43.20726587
150,104.7245466,43.01775649
142.5002837,102.9728576,55.58601446
143.183527,101.8875251,47.3609331
143.1218162,101.1111774,55.08479651
150,107.0437727,20
149.3288708,108.9183158,20.18887546
145.6304498,105.0007367,24.66709181
150,106.3411466,26.97339381
149.3342862,108.2176003,27.1624621
144.9627782,106.860066,25.02241885
143.3072212,103.8266051,38.86733825
149.3404204,107.4284797,35.01578137
150,105.5498826,34.8264967
143.6616187,102.8874575,38.89571938
144.2839297,106.0414351,30.82261673
144.854974,104.0879219,31.06754176
142.9576291,104.7615691,38.96768204
120.9776083,81.56836326,208.0278255
121.4577935,79.62998177,207.8603203
121.3035631,82.46787279,198.9898837
121.8043832,80.53950789,198.7784639
121.130553,83.17054559,190.3835902
121.7207919,81.28808534,189.9745109
128.0965099,87.27706781,169.6832449
128.6266507,85.35881439,169.4636442
128.3964877,87.07536655,161.2885253
128.5997742,86.09362877,161.3172322
127.9053881,87.97294081,161.3816604
128.1078028,88.77225889,153.3497286
128.5296322,86.82955619,153.0013486
128.139243,89.48596618,145.6497264
128.5864229,87.59348751,144.8360196
128.2777292,90.2389859,137.915084
128.8654484,88.43071503,136.6898529
129.0005726,89.20470434,128.7235175
127.1523225,90.64489922,129.2946726
126.6609391,91.25768039,120.6914567
120.9377926,83.85972092,181.8415077
121.5502515,81.97921162,181.4915882
121.491877,82.67937083,173.3150469
120.8181563,84.56050074,173.4269348
104.8801839,74.82230256,224.3179613
105.5451188,72.93669973,224.2321637
101.0325561,73.00688831,230.1469141
101.6977234,71.12633481,230.0000005
99.18583828,70.60298624,225.1724163
94.64383499,68.58820817,230
98.77066926,72.58569348,225.1601822
93.95374363,70.46026544,230.1384954
113.4587818,79.0117183,209.3117841
114.1304625,77.1350684,209.1426726
108.8119224,74.81407936,215.1583577
108.1539915,76.70169405,215.2480096
127.8221003,89.6070585,119.8978692
128.9796435,90.72308565,112.0469796
126.6558479,92.0350741,112.1035106
128.0214259,93.2258791,104.2718804
128.8329329,91.3754976,104.354925
127.4354912,91.61087007,96.35632983
126.7858075,93.55629254,95.84968144
127.3598195,92.37206344,87.67251827
128.5178319,95.68667567,79.30376761
126.7002455,94.28271458,87.51046054
127.1743787,93.07899149,79.1390506
127.8976209,96.21289556,71.08872702
127.8935757,94.14823702,70.26900779
123.3471643,94.08217513,76.05566204
143.6726827,104.7411842,20.00000018
137.2978685,100.1585912,43.02111288
136.0967716,98.23708353,58.59859932
135.4763954,100.1116384,58.98431945
129.7335504,95.52082807,62.65496598
129.2236133,97.43724611,63.03494982
136.5407524,101.9887946,43.34267196
135.5644694,100.8488084,51.54529666
135.9541418,98.874922,51.30765791
140.1728367,102.9253865,25.30815748
137.1383318,100.9065885,34.53941633
142.9705153,106.6049531,20.18292289
139.3212722,104.714451,25.68696712
136.3443411,102.7337932,34.74509997
131.8097502,98.40238134,39.84029402
130.9740989,100.2045069,40.14474264
114.2632982,79.87638112,202.2908223
114.8656938,77.98952978,201.9670987
114.4231621,80.62467579,194.1097318
114.8727219,78.70322914,193.5789746
114.2721365,81.29397983,185.6152922
114.8378603,79.39826176,185.2433804
120.8940986,85.30896308,165.2090473
121.5319449,83.42454392,164.9991407
121.612595,84.19363321,156.572941
120.432492,85.88994992,156.8203964
121.5020952,84.86561267,148.5104955
120.630406,86.64577111,148.9904348
120.9482549,87.43509163,141.2702226
122.4012672,88.5433073,134.450035
121.287259,85.53498843,140.0553216
121.730082,86.37691289,132.2525928
122.9952258,87.42743004,125.4063269
