2.244426372,15.82077521
2.353364149,15.85374253
2.252177494,15.9317482
0.83442795,15.86596629
8.65E-01,15.98142252
0.747360601,15.93147808
0.75682582,15.8094027
0.646257469,15.85336415
0.679858905,15.75489669
5.68E-01,15.75217749
2.134599458,15.9815423
2.146844864,15.84882557
2.04E+00,15.89155527
2,16
2.294172421,15.73580843
2.431478081,15.7526394
2.360985178,15.65338751
2.481422518,15.63502725
2.170900562,15.73444129
2.361505375,15.54042622
2.5,15.5
9.45E-01,15.86727948
1.00E+00,16
0.866410461,15.76241647
0.518457701,15.63459946
0.653874804,15.65018145
0.769683727,15.69118421
0.611612679,15.54736081
0.5,15.5
1.166660305,16
1.090956707,15.85419468
1.278555442,15.83871724
1.380226627,16
1.912864789,15.86946075
1.834265764,16
2.024833457,15.75794772
1.493282192,15.81935055
1.621884566,16
1.718610896,15.83404373
2.224397493,15.60249394
2.090728766,15.64079684
2.240866143,15.46478958
2.358373209,15.39109741
2.5,15.3333397
1.002585832,15.71901404
0.889713127,15.62165208
0.751853971,15.53608669
0.633876917,15.41593646
0.5,15.33426576
1.169534788,15.67483485
1.360426411,15.63963313
1.84111901,15.6793343
1.974417591,15.60461094
1.599547915,15.60329128
2.073269164,15.47805387
2.191391123,15.32459794
2.352474312,15.21278345
2.5,15.11977337
1.053673614,15.53370663
0.89639374,15.4815821
0.66142997,15.22383767
0.5,15.12188457
0.809007856,15.34411598
1.204943735,15.46491857
1.416694398,15.4366863
1.842904172,15.4608505
1.594432052,15.38557142
1.96716098,15.28213264
0.688142835,15.00817302
0.5,14.88022663
0.5,14.6666603
0.684377983,14.77814482
2.327510447,15.0002167
2.5,14.87811543
2.133361668,15.12806733
2.372988265,14.78197352
2.5,14.66573424
2.390227527,14.62650001
2.5,14.5
2.34203856,14.54054848
1.040249615,15.30827485
0.880342247,15.12358046
1.262659734,15.30602868
1.457769229,15.20905741
1.711160683,15.2302501
1.862795268,15.06538679
2.380811506,14.44471815
2.518457701,14.36540054
2.441932972,14.29446334
2.377209659,14.35731532
0.5,14.5
0.666286456,14.57798085
2.568251796,14.24782251
7.742924878,14.82594239
7.853364149,14.85374253
7.752177494,14.9317482
7.634599458,14.9815423
7.646894242,14.85684537
7.548451649,14.89606995
7.5,15
6.556112388,14.86481291
6.574943724,14.98221668
6.459581491,14.93443208
2.507420383,14.16015776
2.429368649,14.21333554
0.90019512,14.87462461
0.856749964,14.65847977
2.10647908,14.88049552
2.236110808,14.6442438
2.254524671,14.50664829
1.198532725,15.0287193
1.573107822,14.96727553
1.832401581,14.85590901
2.316387367,14.28844645
2.231597513,14.3964065
0.481422518,14.36497275
0.644012505,14.40671491
0.431478081,14.2473606
0.594425707,14.27486758
0.812578282,14.45788528
2.646257469,1.41E+01
7.791570973,14.74575994
7.931478081,14.7526394
7.853907887,14.66058901
7.981422518,14.63502725
7.670617532,14.74161589
7.414104093,14.8705911
7.328761342,15
7.530921455,14.79221194
6.707106781,15
6.659023616,14.87289751
6.477475417,14.79106663
6.596660041,14.75686257
6.353553391,14.85355339
2.610122808,14.04538217
2.50797319,14.07468594
0.252177494,14.0682518
0.344139876,14.01533696
0.353364149,14.14625747
2.385250809,14.11830896
2.270204961,14.18887282
1.096236623,14.71607691
1.000006449,14.50891483
